FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
765,1528832,764254,0.16670199523544094,4,11,1,LLC,445292,8
717,229864,55789,0.34335322972868004,4,9,0,LLC,445291,13
663,33110,13309,0.20731585142885767,4,10,0,Sole,445320,13
713,672201,272835,0.2053136511078124,4,11,1,Corp,722410,16
778,167383,52816,0.2640976850449359,4,13,0,Corp,445110,14
752,475152,532584,0.07434695747525273,4,12,1,LLC,445291,10
573,366038,74979,0.4068227992726853,5,11,0,Partner,444240,10
708,525196,222087,0.19706841613121587,4,12,1,Partner,722513,21
662,27501,13453,0.17035233776852746,4,11,0,Sole,458310,18
720,360269,215864,0.13908023879232603,4,9,1,Partner,445250,21
722,153340,93120,0.13722436998854526,4,9,0,Corp,441120,23
691,53040,23630,0.18705035971223022,4,12,0,Partner,458310,23
656,67033,21322,0.26198683675702716,4,9,0,Sole,458310,7
604,10389,2773,0.3122069960331771,5,9,0,Sole,445230,18
699,57108,16836,0.2826680921834165,4,8,0,Sole,722511,24
722,326629,83319,0.32668518985265466,4,9,1,Partner,722513,22
648,64251,24091,0.22225104810925242,4,9,0,LLC,722514,17
672,36609,22437,0.1359696037794714,4,8,1,Partner,458210,20
699,263262,149338,0.14690500743280344,4,8,1,Sole,459310,22
701,87504,39521,0.18450950127780166,4,10,0,Corp,444140,26
660,119464,66636,0.14939872341276988,4,8,0,LLC,444240,19
701,104720,41373,0.2109266107525842,4,9,1,Corp,445230,18
701,663709,697902,0.07925050126426537,4,10,1,Partner,722511,12
680,437566,390144,0.0934624993164917,4,12,1,Partner,458310,18
641,72554,20260,0.2984287594603488,4,12,0,LLC,445292,16
713,32132,7627,0.35107731305449935,4,12,0,Partner,458310,15
760,325901,123129,0.22056880724010322,4,11,0,Corp,459210,12
703,318733,78566,0.3380735093212501,4,10,0,Partner,445230,23
611,95251,90370,0.08783427391095865,5,8,1,Corp,445320,14
701,299990,75393,0.33158471829833897,4,8,1,Partner,445230,13
700,103321,32399,0.26575151496445365,4,9,1,Partner,722511,16
655,156424,51203,0.25458143728557575,4,8,0,Corp,445320,25
769,160970,108400,0.12374692496924969,4,12,0,Corp,722410,15
667,15514,11349,0.11391605721502628,4,11,1,LLC,458310,15
696,513547,94111,0.4547351885893608,4,11,1,LLC,722511,19
664,121849,48529,0.20923743191356373,4,9,0,Partner,444140,19
699,134955,25342,0.44377910188619685,4,12,1,Corp,459210,17
728,25121,10639,0.19676817996678883,4,12,1,Partner,445131,25
642,250846,64348,0.32485599138020343,4,11,1,Partner,441120,12
708,570525,256809,0.18513272509919823,4,8,1,Sole,722511,19
753,294072,103899,0.235863675300051,4,9,1,Partner,458310,15
638,215413,99565,0.1802951170926865,4,10,1,LLC,459210,14
656,235984,57197,0.3438175661893689,4,10,0,LLC,445291,9
657,11655,15643,0.062088474077862305,4,10,0,Partner,445292,30
732,117689,176482,0.05557176747014804,4,11,0,Sole,458310,10
707,65879,47269,0.11614200991488433,4,8,0,Corp,445292,19
788,691653,528719,0.10901395637380158,4,12,1,Corp,459910,22
754,563631,632244,0.07428975205774986,4,12,1,LLC,445230,16
735,106571,18742,0.4738510653434354,4,12,1,Corp,445131,17
653,269513,52085,0.43120700137595597,4,11,0,LLC,445291,19
622,191758,76817,0.2080246993937974,5,8,0,Sole,444240,17
676,206115,81766,0.21006591981997408,4,8,1,Sole,445110,25
681,367908,236039,0.12988955215028025,4,10,0,Sole,445291,20
763,909932,852142,0.08898477796736538,4,9,1,LLC,458310,17
654,110386,109819,0.08376358675031947,4,10,0,Partner,445110,22
709,161460,125984,0.10679927609855219,4,10,0,Corp,458210,11
792,436152,261670,0.13890014139947263,4,13,1,Partner,458310,22
606,107072,32213,0.2769896211674376,5,12,0,Sole,722330,11
741,123576,49130,0.20960716466517404,4,12,1,LLC,722410,15
688,294036,358433,0.06836145109406778,4,12,0,Corp,722513,26
725,397499,560291,0.05912091514349983,4,9,0,Corp,459210,23
669,13055,6267,0.17359448965480562,4,12,0,LLC,722330,21
700,537169,200090,0.2237197427824146,4,12,1,Corp,445131,20
729,45334,27285,0.13845824934335105,4,12,1,Sole,458310,28
697,174152,760375,0.01908619650391802,4,9,1,Corp,445131,13
728,481041,112456,0.356466084513054,4,9,1,LLC,722514,12
757,747871,449089,0.13877557306755084,4,11,0,LLC,445131,23
721,647246,172839,0.3120659496217096,4,9,0,Corp,444240,18
620,135840,154761,0.07314504300178985,5,8,1,Sole,722513,27
698,303532,585666,0.043189007614123635,4,12,1,Partner,722513,26
693,134535,32109,0.34916222865863156,4,11,1,Sole,445291,18
747,266779,240750,0.09234302526825891,4,12,1,Corp,722511,19
707,170729,90202,0.15772839478799436,4,8,1,LLC,458310,23
725,42573,25078,0.1414686179121142,4,9,1,LLC,444240,9
713,13640,4903,0.23183085185940583,4,12,1,Partner,444240,25
653,38487,18944,0.1693016258445946,4,9,0,Partner,459210,25
703,145333,46810,0.2587285480310475,4,10,0,Partner,722511,25
737,20610,8764,0.19597215883158375,4,8,1,Sole,444140,13
689,705370,191704,0.30662288389044223,4,12,0,Sole,459310,13
705,286128,237796,0.10027082036703729,4,9,1,LLC,444140,24
743,330614,237291,0.11610708651683657,4,13,1,Sole,445292,11
732,122594,70789,0.14431856173510949,4,12,0,Corp,444240,21
650,87196,52666,0.137970100887353,4,11,0,Sole,458210,21
706,83906,49338,0.14171970219033336,4,8,1,Sole,459210,18
604,299905,161386,0.15485905427567034,5,8,0,Sole,444140,16
732,171112,138826,0.10271370876732985,4,12,0,LLC,722514,13
696,44419,26340,0.1405308782586687,4,10,1,LLC,445250,20
729,514616,115492,0.3713215345363026,4,11,1,Sole,445250,21
715,23347,4867,0.3997500171221149,4,12,0,Partner,459910,15
660,254067,60304,0.3510919673653489,4,9,0,Partner,445131,16
725,322653,92660,0.2901764515432765,4,12,0,LLC,459310,19
752,187198,108105,0.14430260703328554,4,13,1,LLC,445320,21
778,326908,104681,0.26024143190582183,4,12,0,Sole,458210,10
618,86509,29623,0.2433610145270004,5,11,0,LLC,722511,16
673,43095,53829,0.0667158966356425,4,11,0,Sole,459910,20
705,129744,85721,0.12613011980728175,4,12,0,Sole,441120,19
624,61671,36423,0.1410990308321665,5,11,0,Corp,445292,22
662,251788,135904,0.15439084451769877,4,12,1,LLC,445291,24
708,638639,235754,0.2257434302988143,4,10,0,Sole,444140,10
649,39143,21155,0.1541912865358859,4,10,0,Partner,445110,19
704,568714,163697,0.28951558876053524,4,10,0,Partner,445292,25
706,372440,161229,0.19250052203180984,4,10,0,LLC,722511,18
650,109132,98347,0.09247189373680269,4,10,0,Sole,458210,16
653,59778,39422,0.1263634518796611,4,10,0,Corp,445292,16
689,96266,28485,0.28162775729916334,4,9,1,Sole,722514,16
705,104286,30774,0.28239747839084944,4,9,0,LLC,445131,13
714,155409,39957,0.32411717596416145,4,12,1,Sole,459210,17
670,160856,53776,0.24926857086184667,4,10,0,Corp,441120,16
655,14067,4163,0.2815877972615902,4,9,1,Sole,722513,19
572,618943,167622,0.3077077193526705,5,12,0,Corp,459210,19
700,90856,51629,0.14664884722410532,4,10,1,Sole,445250,21
698,128447,126716,0.08447170575670528,4,11,1,Partner,722513,14
685,227988,41628,0.4563995387719804,4,9,1,Partner,444240,30
685,17194,7471,0.19178601704368,4,9,1,Sole,445110,19
608,252394,313758,0.0670352097263921,5,11,1,Corp,445131,17
649,421119,386114,0.09088831277809145,4,10,0,LLC,459310,18
649,404561,178614,0.18875013530107754,4,8,0,Corp,722513,26
646,326834,131673,0.2068470124221873,4,9,0,LLC,459210,16
662,81821,63560,0.10727527795259073,4,11,0,Partner,441120,21
774,432231,261145,0.13792816251507783,4,9,1,Corp,459910,17
661,109114,132446,0.06865313662423428,4,9,1,LLC,445250,19
738,419903,411324,0.08507141977289598,4,8,1,LLC,445292,22
679,310726,90706,0.28546990643764836,4,11,1,Corp,722330,17
560,98229,35971,0.22756526090461762,5,12,0,Corp,722514,30
664,396359,276129,0.11961770283695905,4,8,0,Corp,722330,22
713,108179,36577,0.24646408034192707,4,8,1,Corp,458210,21
747,130408,450658,0.024114369063310392,4,9,1,Sole,445292,20
670,63445,19226,0.27499653247338673,4,11,0,Corp,445250,20
740,419582,272450,0.12833608613201197,4,10,1,Corp,458210,19
674,93897,60372,0.1296089246670642,4,12,0,LLC,458210,18
600,183287,114018,0.1339605734767025,5,9,1,LLC,445240,17
690,29904,11675,0.21344753747323342,4,10,1,Sole,444140,16
761,104401,146206,0.05950565184283363,4,9,1,LLC,459910,10
608,1037243,359364,0.24052747817440442,5,11,1,Partner,458310,24
787,111698,33906,0.2745285986747675,4,10,1,Partner,445110,21
681,490430,248568,0.16441845558023022,4,12,1,LLC,459210,14
730,200943,74582,0.22452133222493362,4,10,1,Partner,445320,17
729,284351,101400,0.23368754109138726,4,8,1,Partner,722513,18
719,132151,63068,0.17461443732690643,4,12,0,Corp,458210,21
612,76506,27321,0.23335529446213535,5,8,0,Corp,445131,21
773,415346,526401,0.06575247134155647,4,9,0,LLC,458310,20
735,95678,26199,0.30433095410766314,4,9,0,Corp,459310,16
677,256497,92048,0.23221308447766384,4,8,0,Sole,722514,18
674,174174,109698,0.13231326004120403,4,9,1,Sole,722511,27
677,149962,78674,0.15884324342646025,4,12,0,Corp,722511,22
676,132933,186293,0.05946412371908767,4,9,1,Corp,459210,14
680,385409,107401,0.2990420635437907,4,8,1,Partner,444240,17
732,389359,116030,0.27963960469993393,4,8,1,Partner,722514,14
706,24965,9851,0.21118837343078536,4,9,0,LLC,444140,16
781,122583,64488,0.15840543977174049,4,12,1,Sole,445250,19
726,64031,71757,0.07436092181482876,4,12,0,LLC,445320,18
667,67264,23350,0.24005710206995,4,9,0,Sole,722513,23
714,394428,340192,0.09661896811212492,4,11,0,Corp,445131,36
693,218923,151027,0.120796833237324,4,10,0,Sole,445291,26
672,1038333,455211,0.1900827308654668,4,8,1,Partner,459210,21
713,477856,322282,0.12356052566799677,4,8,0,Partner,441120,23
703,325832,110154,0.2464973279832477,4,11,1,Partner,459210,22
745,239506,213109,0.09365551587841589,4,9,0,Corp,445250,18
753,21125,13947,0.12622188762218878,4,12,0,Corp,444240,16
668,218301,50949,0.3570580384305875,4,12,0,Partner,445110,11
544,161450,49392,0.2723956646150524,6,10,0,LLC,722514,19
765,380051,146231,0.2165814134257898,4,9,1,Partner,459210,18
685,142038,94135,0.12573962925585594,4,10,1,Corp,459210,17
615,18788,10425,0.15018385291766587,5,10,0,LLC,458310,15
710,179581,135550,0.11040268043772286,4,8,1,Partner,722410,21
626,85303,60292,0.11790259625378711,5,12,0,Partner,722513,17
734,179975,46090,0.3254050047009474,4,12,0,LLC,445131,16
735,106486,34016,0.260872334587645,4,8,1,Sole,458310,22
757,75281,17005,0.36891600509654027,4,9,1,Sole,722410,9
542,137109,37163,0.3074496138632511,6,12,0,Partner,441120,18
721,358083,339645,0.08785717440268516,4,10,0,Corp,445230,26
712,45975,11305,0.33889871738168953,4,12,1,LLC,441120,16
701,465357,175814,0.2205725937638641,4,12,0,Partner,722330,18
739,877200,362549,0.201627917881445,4,12,0,Sole,459910,17
761,161219,122562,0.10961730933459528,4,9,0,Sole,444240,19
686,746874,195782,0.31790205432572965,4,8,1,Sole,459210,19
667,110329,49345,0.18632249130273248,4,8,0,Corp,722513,18
712,41678,16536,0.21003668763102726,4,9,0,LLC,459910,11
702,50128,36932,0.11310877649012599,4,8,1,Partner,445131,18
687,46680,18869,0.20615824897980814,4,12,1,Partner,722514,18
850,86031,89766,0.07986598489405788,3,13,1,Partner,459210,13
772,303926,145611,0.1739371796544675,4,9,0,Partner,722513,15
668,29292,24563,0.09937711191629688,4,12,0,Partner,444240,16
718,50288,18923,0.22145889481935566,4,12,1,Partner,445230,17
741,224907,82304,0.2277197949066874,4,10,0,Sole,445292,19
718,123213,21367,0.48054242523517576,4,8,1,Sole,722330,16
728,78574,40682,0.1609516084099438,4,9,1,Sole,445131,16
755,171830,44789,0.3197027543965408,4,12,0,Corp,444240,23
646,870600,2433128,0.02981758460713945,4,9,0,Corp,445250,19
754,29964,8147,0.30649318767644534,4,13,0,LLC,722511,16
797,94181,59854,0.1311260177543133,4,13,1,LLC,445110,10
642,238113,73510,0.2699326622228268,4,8,0,Corp,444140,19
784,79243,53855,0.12261783183238943,4,11,0,Sole,445292,22
714,309765,209712,0.12309143015182727,4,11,0,Sole,722514,18
696,852359,366690,0.19370562782368397,4,10,1,LLC,441120,20
671,102649,31875,0.26836339869281045,4,8,1,LLC,445131,17
678,294579,202569,0.1211846333841802,4,10,0,Partner,444140,21
678,388236,136987,0.23617569550395293,4,9,0,Partner,445230,18
619,18025,5839,0.2572500999029514,5,9,0,Partner,458310,23
685,81361,42306,0.1602629256685419,4,9,1,Partner,722330,16
726,40426,16505,0.20410986569726347,4,12,1,Sole,445291,18
691,219952,63675,0.2878576102604371,4,11,0,LLC,445230,19
752,57214,25074,0.19015048788918135,4,11,0,Sole,444140,30
688,169433,64361,0.21937845382555687,4,10,1,LLC,445240,11
682,355063,340037,0.08701577573420931,4,11,0,Partner,459210,18
688,288501,377776,0.0636402259540045,4,8,0,Sole,458310,23
742,187814,209764,0.07461321612224531,4,10,1,Sole,445320,14
734,245245,53853,0.37949758292636127,4,10,0,LLC,722410,17
719,43621,63796,0.05697980019645955,4,11,0,Sole,459210,18
660,157199,36143,0.362446854623763,4,10,0,Partner,445250,20
625,739167,146385,0.42078935683300883,5,12,0,Corp,444140,10
660,12840,4818,0.2220838522208385,4,9,0,LLC,445320,22
628,419476,125635,0.27823722158103503,5,12,0,Sole,722514,14
593,79516,31347,0.21138652289958634,5,11,0,Corp,445240,15
714,320619,129159,0.20686324607654133,4,10,1,Corp,722410,17
722,361861,143625,0.20995706411372206,4,9,1,Sole,444240,15
711,920859,225192,0.34076810011012826,4,12,0,Corp,445291,17
773,182053,58046,0.2613631143116379,4,13,0,LLC,445230,21
669,255458,100532,0.21175512937837374,4,9,0,Corp,459210,18
805,31502,25196,0.10418981848970736,4,13,1,Corp,445230,16
724,138570,37563,0.30741687298671566,4,12,0,Corp,722513,20
649,189465,49734,0.3174639079905095,4,10,0,Corp,722513,18
614,236070,362347,0.054291880435052585,5,8,0,LLC,445131,19
718,17804,5676,0.2613929997650928,4,9,0,Sole,458210,25
703,16955,10031,0.1408550161167049,4,9,0,Corp,445250,20
689,692552,127492,0.45267676926133926,4,11,1,LLC,445320,19
739,252081,170622,0.12311864823996906,4,11,1,Sole,459910,24
664,290821,90367,0.268185104444469,4,10,0,Corp,445240,20
712,444324,132846,0.27872122608132727,4,9,1,LLC,722410,15
705,11479,21557,0.044374603763665324,4,8,1,LLC,445131,16
684,75258,35212,0.17810689537657617,4,11,0,LLC,444140,16
681,184461,88771,0.17316184339480237,4,10,1,Partner,441120,12
632,121046,681697,0.014797141056314852,4,9,0,Corp,722514,22
651,273381,160616,0.14183985406186184,4,8,1,LLC,459310,13
664,23803,10956,0.18104995740537908,4,12,0,Partner,722514,19
703,474772,388809,0.10175776109435053,4,8,1,Partner,722511,14
716,134379,41860,0.26751672240802676,4,11,1,Sole,441120,14
730,40623,9155,0.36977061714909887,4,11,0,Sole,444140,15
703,196215,60380,0.2708057303742961,4,8,0,Partner,444240,24
652,160997,126974,0.10566270785095111,4,12,1,Partner,445292,19
675,282060,229328,0.10249511616549221,4,11,1,LLC,459210,14
725,154122,45501,0.2822685215709545,4,9,1,LLC,444240,17
691,72020,24866,0.24136035818654658,4,10,1,Partner,458310,22
650,377471,111099,0.2831341116181664,4,12,1,Corp,445230,20
648,145315,50095,0.24173237515387433,4,8,0,Partner,445131,15
673,118883,43264,0.22898753390039447,4,10,0,Sole,722410,21
600,37118,9577,0.3229786641606627,5,11,0,Sole,445292,19
594,109652,46888,0.19488284138087925,5,12,0,LLC,445131,15
647,73061,26058,0.23364865556323075,4,8,1,Partner,459210,15
588,520631,94629,0.45848436173547924,5,8,0,Corp,722511,22
649,681193,5044986,0.011251980349070014,4,12,0,Partner,444140,16
643,42116,15964,0.21984882652635096,4,12,0,LLC,445250,16
739,302107,226253,0.11127182107345905,4,9,1,Partner,722513,10
687,252783,138566,0.1520232235902025,4,11,1,Sole,722511,12
693,29600,4779,0.516147032154565,4,11,1,LLC,445250,18
730,299794,191553,0.13042256364209034,4,8,0,LLC,445320,20
744,186937,270776,0.057531255847391695,4,12,0,Sole,459310,16
707,369401,142190,0.21649494807417308,4,9,1,Partner,445110,13
583,17492,4895,0.29778685733741916,5,10,0,Corp,459210,17
665,95776,45717,0.1745813009019256,4,8,0,Sole,445250,21
720,200074,154636,0.10781986945687506,4,9,0,Partner,445230,12
741,16409,8126,0.16827672491590778,4,10,0,Corp,459910,22
671,46424,37748,0.10248666596022747,4,11,0,Partner,722410,18
669,91958,19742,0.38816567048255834,4,12,0,Partner,444140,23
657,14993,7096,0.17607337467117626,4,11,0,LLC,444240,18
636,237424,207326,0.09543102810710347,4,11,1,LLC,459310,16
633,28417,4364,0.5426405438435686,4,8,0,Sole,444140,17
746,187657,47863,0.3267259330450104,4,11,1,Sole,445110,21
720,160428,72364,0.18474655906251727,4,11,0,Partner,445292,22
718,410803,194825,0.17571453013388086,4,12,0,Sole,458310,16
676,206932,147442,0.11695672422602334,4,11,1,Corp,458210,18
754,182874,64772,0.23527913295868585,4,9,1,LLC,459210,23
706,113786,54581,0.17372651044624807,4,8,1,Corp,444140,18
607,190250,45345,0.34963428529422574,5,11,1,Sole,445240,22
676,39792,44884,0.07387933339274574,4,8,1,LLC,444140,15
654,12735,7126,0.1489264664608476,4,10,0,Sole,445292,18
712,38203,6683,0.47637039253828123,4,10,1,LLC,722410,18
714,42860,46687,0.07650238110537551,4,8,0,Corp,445131,17
627,252114,231953,0.09057653921268533,5,11,0,Corp,445291,15
686,129597,21607,0.49982644513352154,4,10,1,Corp,722514,14
676,182266,101629,0.14945373203842735,4,10,1,Partner,445230,22
690,269638,71992,0.312115698040523,4,9,1,LLC,459910,28
645,187721,61598,0.2539598147125989,4,11,0,Partner,458210,15
712,937530,562675,0.13885013551339584,4,12,1,Corp,458210,25
661,40701,33572,0.10102913141903967,4,10,0,Sole,445110,21
704,394171,79096,0.4152875408785948,4,11,0,Partner,459310,16
764,150484,44949,0.27899026303885144,4,10,1,Corp,722511,17
652,339290,156106,0.18112158832246467,4,10,1,Corp,459210,25
636,341357,74173,0.3835144414634256,4,10,0,Partner,459210,15
785,69369,23062,0.25066126094874686,4,10,0,Corp,445110,14
703,26679,11834,0.18786969748183202,4,9,0,Sole,459910,20
726,156519,84736,0.15392808251510573,4,11,0,Sole,722330,21
661,75159,37823,0.16559368638130237,4,11,0,Partner,445292,17
672,10125,7774,0.10853485978904039,4,9,1,Sole,722513,18
610,154097,31305,0.4102033753926423,5,11,0,Partner,459910,14
688,274120,200188,0.11410940382706922,4,10,1,Corp,459210,18
705,450821,139485,0.26933660728154757,4,9,0,LLC,459210,19
693,51159,26276,0.16224882021616685,4,9,1,Corp,722330,17
663,215786,49529,0.3630633904715756,4,10,0,LLC,444240,16
656,126022,123369,0.08512538265960926,4,9,0,Corp,445250,18
710,356011,279656,0.10608598897693357,4,12,1,Sole,445320,19
686,33038,13844,0.198870750264856,4,12,0,LLC,458310,23
706,70640,14409,0.4085409581974229,4,11,0,LLC,722514,21
725,146150,151449,0.0804176103286695,4,11,0,Sole,458310,25
714,109077,70736,0.1285024598507125,4,12,1,Partner,444140,19
658,115646,34837,0.2766359521964195,4,10,1,Corp,459310,24
632,399194,180952,0.18383972913627186,4,12,0,Corp,441120,19
717,90323,84289,0.08929891998560509,4,9,1,LLC,445320,15
645,232705,54528,0.3556353310837245,4,9,0,LLC,445320,19
730,448770,136554,0.27386601637447455,4,10,1,Corp,458210,18
763,268852,134529,0.16653906097074483,4,10,1,LLC,722330,18
752,233807,57526,0.3386975744301128,4,9,0,Partner,444240,14
721,185946,405342,0.038228212225725436,4,12,1,Corp,722410,10
797,93104,66980,0.11583557280780332,4,10,0,Sole,441120,13
692,19419,5095,0.3176153091265947,4,8,1,Partner,445230,14
618,196033,207721,0.07864435147786374,5,10,1,Partner,459210,19
626,283513,259189,0.09115388127325362,5,8,1,Sole,444240,15
655,44023,23823,0.15399333976969037,4,9,0,Partner,722514,14
576,172193,43743,0.3280391529311356,5,9,0,LLC,458210,23
735,408043,130890,0.2597874805816589,4,11,1,Corp,445131,17
695,13078,6369,0.17111529805830322,4,10,1,Partner,445292,12
643,56470,23148,0.20329330107712687,4,8,1,Corp,722330,17
652,133696,45466,0.24504758134283494,4,8,0,Corp,441120,16
644,295650,426477,0.05776982111579288,4,10,0,LLC,444140,24
711,239343,128810,0.15484240354009782,4,11,0,Partner,445291,10
719,36237,18877,0.15996980452402396,4,11,0,Corp,722513,17
690,50595,9707,0.4343514989183064,4,8,1,Partner,722330,13
800,260774,91070,0.23862047509241976,4,13,1,Corp,459310,24
632,13204,4620,0.23816738816738814,4,10,0,Partner,722511,17
707,72315,15441,0.39027588886730136,4,12,1,Corp,445292,11
561,158404,52578,0.251061914362154,5,11,0,Partner,459910,15
702,285988,177016,0.13463378075051596,4,9,1,LLC,459210,33
726,186608,72242,0.21525797550824544,4,12,1,Sole,722410,15
665,148502,27765,0.4457110270724533,4,10,0,Sole,722511,19
726,799040,197220,0.33762633945171217,4,10,0,LLC,445250,13
640,133181,64945,0.17088947057766826,4,9,0,Sole,722410,15
655,14880,4864,0.25493421052631576,4,9,0,Partner,459310,7
703,610562,147502,0.3449456052573298,4,8,1,Partner,459210,24
672,75439,37418,0.16800960322126604,4,8,1,Corp,444140,19
604,666128,473470,0.11724220471553988,5,8,0,Sole,459310,25
708,270767,745707,0.030258421426467324,4,9,0,LLC,722330,9
641,151697,144840,0.08727849120869005,4,10,0,LLC,459210,15
812,69362,21062,0.2744357927388979,4,12,1,Partner,459210,22
660,435451,211609,0.17148412087072543,4,10,0,LLC,444140,19
682,466179,111066,0.34977625916121946,4,9,1,Corp,459210,19
700,225732,110849,0.16969932069752547,4,8,1,Partner,445110,22
764,447201,451257,0.08258431448154821,4,12,1,Partner,722330,19
683,453509,153826,0.2456828927922891,4,9,1,LLC,445250,18
730,232039,74690,0.25889119471593697,4,9,0,LLC,445131,16
763,265456,79644,0.27775266603050236,4,11,0,Partner,722514,16
650,202156,199683,0.08436538580316467,4,11,0,Corp,445131,11
630,115221,33665,0.28521461458488045,5,9,0,Partner,445250,7
685,214361,104299,0.17127121704586495,4,9,1,Sole,722410,26
665,141080,60029,0.19584978371564854,4,9,0,Partner,459910,28
702,84765,30270,0.2333581103402709,4,9,0,Corp,445320,25
715,120524,63015,0.15938533153481974,4,9,1,Partner,458310,16
644,218276,61102,0.2976934742998047,4,9,0,LLC,459310,19
681,179322,514535,0.0290427278999485,4,9,0,Sole,459910,14
640,49632,16888,0.24490762671719565,4,11,0,Sole,445110,18
733,163625,44628,0.30553501538645395,4,8,0,Sole,445291,27
741,145401,35765,0.3387879211519642,4,9,0,Sole,445291,22
733,72136,10840,0.5545510455104551,4,8,1,Sole,722513,14
745,30655,39386,0.06486018720696017,4,13,0,LLC,459210,18
719,113211,32007,0.2947558346611679,4,10,1,Partner,445291,20
825,31755,12598,0.21005318304492776,4,10,1,Sole,444240,22
751,79721,18636,0.3564829720254704,4,12,0,Corp,445230,16
645,16744,7334,0.19025543132442505,4,8,1,LLC,445230,22
679,44907,57059,0.06558562190013845,4,8,0,Corp,722514,18
705,233476,235164,0.0827351692152427,4,12,1,Sole,722513,13
705,211328,91441,0.19259048639742202,4,8,0,Partner,458310,15
688,14062,3972,0.29502349781805975,4,12,0,Corp,444240,18
642,60072,12278,0.40772112721941683,4,8,1,Sole,445320,22
763,215483,91633,0.1959656091873743,4,13,1,Corp,445131,16
630,66811,84991,0.06550791652449475,5,10,1,Corp,458210,17
766,144177,35191,0.34141541871501235,4,11,1,Partner,444240,20
603,38742,20136,0.1603347238776321,5,8,1,Sole,445110,20
692,249218,96015,0.21630127237063654,4,10,1,Corp,445250,25
725,44549,28638,0.12963253951626044,4,8,0,Corp,445320,17
690,101561,26782,0.3160113757996664,4,10,0,Partner,445230,9
676,43911,14209,0.2575304384545007,4,10,0,LLC,722330,21
703,118727,49623,0.19938167113368127,4,11,0,LLC,445291,24
692,14198,8749,0.13523450299081802,4,10,1,Sole,445240,16
645,196562,77813,0.21050681334310034,4,9,0,Corp,445291,15
777,100093,118177,0.0705812749801851,4,13,1,Corp,459210,20
659,279316,216733,0.10739635096332045,4,12,0,Corp,444240,20
756,313998,264030,0.09910426845434231,4,11,0,Partner,445240,20
655,58030,17903,0.2701130164404476,4,11,0,Corp,458310,24
715,201561,199913,0.08402029882999104,4,8,1,Sole,441120,17
746,223180,253064,0.07349260793053668,4,11,1,Corp,445250,19
771,127161,110649,0.09576905349347938,4,10,1,LLC,459310,14
669,69741,19347,0.30039541014110716,4,8,0,LLC,722514,16
735,48981,17807,0.22922165440557085,4,10,1,LLC,444240,20
661,214694,134713,0.13280950366086916,4,10,1,Sole,459210,17
702,417190,216660,0.1604626296193729,4,10,0,Sole,445230,15
639,90018,44052,0.1702873876327976,4,10,0,Sole,445250,25
714,168222,46605,0.30079390623323676,4,10,0,Corp,722514,14
625,201715,127842,0.13148717427240916,5,9,0,Sole,445110,15
730,14463,8322,0.14482696467195386,4,11,0,Partner,445110,20
641,133238,65025,0.1707522747661156,4,10,0,Corp,459310,18
647,341675,127290,0.22368541650299842,4,8,0,LLC,459210,25
692,167497,88637,0.15747468137835594,4,11,1,Corp,441120,22
736,645252,123328,0.43599993513233004,4,8,0,Corp,445110,14
808,1381068,556328,0.20687256438647705,4,11,0,Sole,445292,17
732,147616,42137,0.29193661943976396,4,12,1,LLC,722514,23
757,914917,622854,0.12240923769187213,4,10,1,Corp,445250,13
657,22753,3629,0.5224809405713235,4,12,0,Sole,445320,21
779,107266,43680,0.2046436202686203,4,12,1,Corp,722330,12
704,109068,34989,0.2597673554545714,4,12,1,Partner,445131,13
816,47625,69317,0.05725507451274579,4,12,0,LLC,445240,19
693,69359,26248,0.2202040790409428,4,10,1,Sole,459210,9
664,72508,67412,0.0896329041318064,4,9,0,LLC,445291,17
719,43901,16751,0.21839989652359063,4,8,1,Sole,445110,15
703,431326,230603,0.15586888866724777,4,10,1,Corp,445292,13
722,32603,8904,0.30513439652590596,4,9,1,Partner,445250,16
631,243292,98840,0.20512275731822474,5,12,0,Partner,445230,14
555,206794,76108,0.2264260436922969,5,8,0,Partner,445230,20
690,77169,178951,0.03593581483199312,4,10,1,Partner,722514,27
723,115406,32988,0.29153530576775394,4,8,1,Sole,722330,17
659,599845,382199,0.13078810602155772,4,8,0,Sole,459210,21
714,74522,58488,0.10617847535676835,4,8,0,Corp,458210,24
601,290378,401233,0.06030951259409537,5,12,0,LLC,445250,17
676,331195,155683,0.17728064935370808,4,11,0,LLC,722330,17
697,100102,86010,0.09698678448242454,4,11,0,LLC,458310,12
732,459189,201119,0.19026422167970206,4,12,0,LLC,445240,14
590,34261,9375,0.3045422222222222,5,10,1,Corp,445110,18
739,108569,65530,0.13806526272953862,4,9,1,Partner,722514,23
629,97307,14293,0.5673348259054549,5,12,0,Partner,459210,21
668,153995,256308,0.05006834225489125,4,11,0,Partner,444240,21
770,59494,89064,0.05566596305278601,4,11,1,Sole,445230,13
805,273186,336921,0.06756925213922552,4,10,1,LLC,445240,26
713,269908,108225,0.2078293678293678,4,8,0,LLC,459210,17
661,43102,16296,0.2204119620356734,4,10,0,Sole,722513,18
633,224640,1682232,0.011128072703408329,4,9,1,Corp,459210,10
685,16192,8245,0.1636547402466141,4,11,0,Corp,722513,13
709,40756,12205,0.27827393144885976,4,8,0,Corp,445131,13
